bbl,address,building_area_sqft,year_built,year_alter1,year_alter2,last_known_alteration,num_floors,rentable_sqft,avg_rentable_sqft_per_floor,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_date,document_amount,finance_amount_per_gross_sqft,finance_amount_per_rentable_sqft,document_crfn,property_type,street_address
1005970012.00000000,78 VANDAM STREET,374584,1907,2016,2015,2016,10,475721.68,47572.17,315 HUDSON LLC  C/O J,P,40.7262744,-74.0079878,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/597/12,True,MTGE,2019-05-23T00:00:00.000,65000000.00,173.53,136.63,2019000168714,CR,78 VANDAM STREET
1007890075.00000000,264 WEST 40 STREET,116100,1927,1989,0,1989,20,147447.0,7372.35,RENAISSANCE MIDTOWN WEST LLC,,40.7555553,-73.9903736,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/75,True,MTGE,2016-09-29T00:00:00.000,12759718.07,109.9,86.54,2016000346167,CR,264 WEST 40 STREET
1010427501.00000000,851 8 AVENUE,264932,1962,0,0,0,11,336463.64,30587.6,UNAVAILABLE OWNER,,40.7633609,-73.9858132,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1042/7501,False,,,,0.0,0.0,,,851 8 AVENUE
1010240038.00000000,1680 BROADWAY,701095,1969,0,0,0,41,890390.65,21716.85,SLG 810 SEVENTH LESSEE LLC,,40.7629130,-73.9825247,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1024/38,True,MTGE,2007-01-25T00:00:00.000,108568022,154.85,121.93,2007000219890,CR,1680 BROADWAY
1010230029.00000000,1652 BROADWAY,461591,1963,0,0,0,22,586220.57,26646.39,"MTS NY PROPCO, L.P.",,40.7622077,-73.9830086,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1023/29,True,MTGE,2018-07-12T00:00:00.000,15000000,32.5,25.59,2018000240851,CR,1652 BROADWAY
1007557501.00000000,441 8TH AVENUE,1094973,1934,0,0,0,5,1390615.71,278123.14,NEW YORK STATE URBAN DEVELOPMENT CORPORA TION D/B/A/ EMPIRE STATE DEVEL,X,40.7515181,-73.9958385,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/755/7501,False,,,,0.0,0.0,,,441 8TH AVENUE
1008490070.00000000,915 BROADWAY,215740,1926,1982,2012,2012,20,273989.8,13699.49,915 BROADWAY ASSOCIATES LLC,,40.7398223,-73.9899897,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/849/70,True,MTGE,2016-09-15T00:00:00.000,40000000,185.41,145.99,2016000325154,OF,915 BROADWAY
1008470062.00000000,881 BROADWAY,276481,1896,0,0,0,7,351130.87,50161.55,BJW REALTY LLC,,40.7385488,-73.9907549,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/847/62,True,MTGE,2020-01-22T00:00:00.000,187588200,678.48,534.24,2020000037395,CR,881 BROADWAY
1008220070.00000000,54 WEST 21 STREET,142532,1910,1985,0,1985,12,181015.64,15084.64,5421 EQUITIES COMPANY,,40.7411620,-73.9932373,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/70,True,MTGE,2011-06-29T00:00:00.000,8337310.73,58.49,46.06,2011000276714,OT,54 WEST 21 STREET
1008190039.00000000,122 5TH AVENUE,244069,1900,1987,2021,2021,11,309967.63,28178.88,122 FIFTH ASSOC,,40.7384090,-73.9925484,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/39,True,MTGE,2021-11-19T00:00:00.000,87600000,358.91,282.61,2021000485920,CR,122 5TH AVENUE
1008220015.00000000,27 WEST 20 STREET,100800,1908,0,0,0,12,128016.0,10668.0,27 SWEST STREET LLC,,40.7406460,-73.9926961,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/15,False,,,,0.0,0.0,,,27 WEST 20 STREET
1008210032.00000000,11 WEST 19 STREET,224320,1904,1987,0,1987,11,284886.4,25898.76,11 WEST 19TH ASSOCIATES LLC,,40.7398198,-73.9922379,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/32,True,MTGE,2010-11-23T00:00:00.000,5609375,25.01,19.69,2010000406528,OF,11 WEST 19 STREET
1008290050.00000000,1164 BROADWAY,112608,1903,1983,2008,2008,12,143012.16,11917.68,1164-1172 BROADWAY GROUND OWNER LLC,,40.7449027,-73.9884877,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/829/50,True,DEED,2021-10-14T00:00:00.000,77456250.00,687.84,541.61,2021000426462,CR,1164 BROADWAY
1008270049.00000000,1129 BROADWAY,183168,1896,0,0,0,16,232623.36,14538.96,1133 ST. JAMES LLC,,40.7436787,-73.9893756,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/827/49,True,MTGE,2017-12-28T00:00:00.000,17673585,96.49,75.98,2018000003380,OF,1129 BROADWAY
1008280035.00000000,218 5 AVENUE,150888,1912,2020,2017,2020,19,191627.76,10085.67,"CROISIC FEE OWNER II, LLC",,40.7437280,-73.9884554,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/35,True,MTGE,2025-02-26T00:00:00.000,80000000,530.19,417.48,2025000084253,CR,218 5 AVENUE
1008250012.00000000,49 WEST 23 STREET,337000,1916,0,0,0,12,427990.0,35665.83,23 R.P. ASSOCIATES LLC,,40.7427621,-73.9913714,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/825/12,True,DEED,2021-06-07T00:00:00.000,7615091,22.6,17.79,2021000240849,CR,49 WEST 23 STREET
1008260065.00000000,40 WEST 25 STREET,128965,1913,2012,0,2012,12,163785.55,13648.8,40 W 25 LLC,,40.7435992,-73.9910682,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/826/65,True,MTGE,2019-12-18T00:00:00.000,50000000.00,387.7,305.28,2019000419378,CR,40 WEST 25 STREET
1008230029.00000000,15 WEST 21 STREET,137007,1910,1988,1989,1989,12,173998.89,14499.91,MEYSAR REALTY CORP,,40.7410411,-73.9914294,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/823/29,True,MTGE,2015-05-11T00:00:00.000,4500000,32.85,25.86,2015000208299,OF,15 WEST 21 STREET
1008240015.00000000,37 WEST 22 STREET,284930,1906,2011,2015,2015,13,361861.1,27835.47,50 WEST 23RD STREET A LLC,P,40.7420348,-73.9919525,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/824/15,True,DEED,2010-11-12T00:00:00.000,129500000,454.5,357.87,2010000396050,CR,37 WEST 22 STREET
1008260057.00000000,24 WEST 25 STREET,114807,1911,2013,2019,2019,12,145804.89,12150.41,"24 WEST 25TH STREET PROPERTY INVESTORS I V, LLC",,40.7433302,-73.9904295,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/826/57,True,MTGE,2019-08-08T00:00:00.000,50920000.00,443.53,349.23,2019000260304,CR,24 WEST 25 STREET
1008240028.00000000,40 WEST 23 STREET,439330,1911,1982,2012,2012,12,557949.1,46495.76,23RD STREET LLC,,40.7417493,-73.9912561,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/824/28,True,MTGE,2010-11-01T00:00:00.000,9178883.63,20.89,16.45,2010000375244,CR,40 WEST 23 STREET
1008260046.00000000,1115 BROADWAY,259749,1914,2012,0,2012,12,329881.23,27490.1,16 MADISON SQUARE WEST LLC,,40.7430117,-73.9897908,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/826/46,True,MTGE,2023-08-14T00:00:00.000,48000000.00,184.79,145.51,2023000215502,CR,1115 BROADWAY
1008300062.00000000,1195 BROADWAY,107030,1930,1987,0,1987,10,135928.1,13592.81,1201 BROADWAY LLC,,40.7459293,-73.9889422,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/830/62,True,MTGE,2015-10-01T00:00:00.000,15182670.53,141.85,111.7,2015000358310,CR,1195 BROADWAY
1008320001.00000000,856 AVENUE OF THE AMER,187973,1900,0,0,0,16,238725.71,14920.36,1239 OPERATING LLC,,40.7472111,-73.9889167,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/832/1,True,MTGE,2019-06-11T00:00:00.000,40000000.00,212.8,167.56,2019000196164,CR,856 AVENUE OF THE AMER
1008330006.00000000,1255 BROADWAY,120882,1909,1987,0,1987,11,153520.14,13956.38,1255-1261 BROADWAY LLC,,40.7478808,-73.9886243,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/6,True,MTGE,2013-06-28T00:00:00.000,11774543.12,97.41,76.7,2013000309745,OF,1255 BROADWAY
1008330018.00000000,39 WEST 31 STREET,132844,1915,1986,0,1986,16,168711.88,10544.49,ROOSEVELT LEE 38 LLC,,40.7476062,-73.9875633,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/18,True,MTGE,2017-02-08T00:00:00.000,15796752.98,118.91,93.63,2017000068267,OF,39 WEST 31 STREET
1008330057.00000000,22 WEST 32 STREET,113000,1913,2013,0,2013,16,143510.0,8969.38,MONTAGUE LEE 32 LLC,,40.7475156,-73.9869389,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/57,True,MTGE,2018-09-25T00:00:00.000,6884326.34,60.92,47.97,2018000327143,CR,22 WEST 32 STREET
1008330011.00000000,1240 BROADWAY,671734,1969,2014,0,2014,39,853102.18,21874.41,1250 BROADWAY ASSOCIATES LLC,,40.7477737,-73.9878736,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/11,True,MTGE,2019-03-22T00:00:00.000,25132786.00,37.41,29.46,2019000099101,CR,1240 BROADWAY
1007670015.00000000,245 WEST 17 STREET,118945,1909,1985,2013,2013,12,151060.15,12588.35,245 - 249 WEST 17 STREET,,40.7414257,-73.9996536,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/767/15,True,DEED,2017-10-11T00:00:00.000,339400000,2853.42,2246.79,2017000383762,CR,245 WEST 17 STREET
1007670054.00000000,218 WEST 18 STREET,167210,1912,1984,2008,2008,12,212356.7,17696.39,218 W 18TH STREET GORP PROPERTY LLC,,40.7412830,-73.9990690,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/767/54,True,DEED,2021-12-03T00:00:00.000,170000000.00,1016.69,800.54,2021000501673,OF,218 WEST 18 STREET
1007640001.00000000,80 8 AVENUE,185198,1930,0,0,0,20,235201.46,11760.07,THE BET ELI COMPANY DELAWARE LLC,,40.7398584,-74.0020533,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/764/1,True,MTGE,2015-06-29T00:00:00.000,16000000,86.39,68.03,2015000286461,OF,80 8 AVENUE
1007670012.00000000,249 WEST 17 STREET,108768,1902,2012,0,2012,6,138135.36,23022.56,249 WEST 17TH STREET PROPERTY INVESTORS II LLC,,40.7415245,-73.9998881,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/767/12,True,DEED,2017-10-11T00:00:00.000,339400000,3120.4,2457.01,2017000383762,CR,249 WEST 17 STREET
1007120046.00000000,422 WEST 15 STREET,111300,1950,0,0,0,7,141351.0,20193.0,BRK GARAGE CO,,40.7420266,-74.0063874,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/712/46,False,,,,0.0,0.0,,,422 WEST 15 STREET
1007400001.00000000,363 WEST 16 STREET,110286,1969,1989,2012,2012,12,140063.22,11671.93,MARKET CORNER REALTYASSOCIATES,,40.7424385,-74.0038758,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/740/1,True,MTGE,2024-12-04T00:00:00.000,1000000,9.07,7.14,2024000336409,OT,363 WEST 16 STREET
1007390001.00000000,111 8 AVENUE,2161994,1931,1988,0,1988,17,2745732.38,161513.67,ONE CITY BLOCK LLC,,40.7413598,-74.0032081,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/739/1,True,DEED,2010-12-22T00:00:00.000,1770000000,818.69,644.64,2010000430882,OF,111 8 AVENUE
1007780020.00000000,239 WEST 28 STREET,156500,1917,0,0,0,12,198755.0,16562.92,LEXIN CAXTON LLC,,40.7480542,-73.9947597,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/20,True,DEED,2024-01-18T00:00:00.000,35150000,224.6,176.85,2024000026814,CR,239 WEST 28 STREET
1007760001.00000000,322 8 AVENUE,173491,1925,1985,0,1985,21,220333.57,10492.07,"322 PARTNERS,",,40.7472089,-73.9966292,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/776/1,True,MTGE,2015-04-29T00:00:00.000,27242000,157.02,123.64,2015000190143,OF,322 8 AVENUE
1007790017.00000000,231 WEST 29 STREET,144323,1927,0,0,0,15,183290.21,12219.35,JR BUILDING ASSOCIATES,,40.7486552,-73.9942363,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/17,True,MTGE,2014-12-19T00:00:00.000,8501000,58.9,46.38,2014000431150,CR,231 WEST 29 STREET
1007790039.00000000,350 7 AVENUE,143845,1927,0,0,0,21,182683.15,8699.2,HARDWELL ACQUISITION LLC,,40.7482407,-73.9931428,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/39,True,MTGE,2014-12-23T00:00:00.000,35000000,243.32,191.59,2015000021122,CR,350 7 AVENUE
1008030021.00000000,121 WEST 27 STREET,113129,1910,0,0,0,12,143673.83,11972.82,SIXTH AVENUE WEST ASSOCIATES LLC,,40.7460750,-73.9919376,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/21,True,MTGE,2017-09-19T00:00:00.000,16537716.26,146.18,115.11,2017000394419,CR,121 WEST 27 STREET
1008020056.00000000,122 WEST 27 STREET,117291,1912,0,0,0,12,148959.57,12413.3,NORTHERN STAR TEXTILE CORP,,40.7457402,-73.9923130,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/802/56,True,MTGE,2022-10-31T00:00:00.000,481099.29,4.1,3.23,2022000415413,OF,122 WEST 27 STREET
1008030067.00000000,150 WEST 28 STREET,123557,1927,1964,0,1964,18,156917.39,8717.63,150 WEST 28TH STREET LLC,,40.7467613,-73.9928181,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/67,True,MTGE,2002-06-18T00:00:00.000,7250000,58.68,46.2,2003000221022,OF,150 WEST 28 STREET
1008020008.00000000,151 WEST 26 STREET,179131,1911,1989,0,1989,12,227496.37,18958.03,ABNER PROPERTIES CO,,40.7458336,-73.9932766,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/802/8,False,,,,0.0,0.0,,,151 WEST 26 STREET
1007790057.00000000,224 WEST 30 STREET,142801,1925,1989,0,1989,14,181357.27,12954.09,"MB HAMPTONS, LLC",,40.7488419,-73.9939115,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/57,True,MTGE,2016-03-17T00:00:00.000,18500000,129.55,102.01,2016000113359,CR,224 WEST 30 STREET
1007790041.00000000,352 7 AVENUE,127488,1923,0,0,0,16,161909.76,10119.36,"352 ACQUISITION COMPANY,",,40.7485783,-73.9929695,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/41,True,MTGE,2019-01-15T00:00:00.000,11576406.04,90.8,71.5,2019000026028,CR,352 7 AVENUE
1008040001.00000000,319 7 AVENUE,410334,1920,1980,0,1980,21,521124.18,24815.44,333 SEVENTH LLC,P,40.7474090,-73.9928289,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/804/1,True,MTGE,2023-05-23T00:00:00.000,31490000,76.74,60.43,2023000141780,OF,319 7 AVENUE
1007780043.00000000,330 7 AVENUE,240534,1929,0,0,0,21,305478.18,14546.58,SUPER NOVA 330,,40.7477659,-73.9933738,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/43,True,MTGE,2005-08-03T00:00:00.000,27006562.74,112.28,88.41,2005000503073,OF,330 7 AVENUE
1008050003.00000000,345 7 AVENUE,190325,1928,0,0,0,25,241712.75,9668.51,345  7TH AVENUE REALTY OWNER LLC,,40.7480513,-73.9924138,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/805/3,True,DEED,2025-01-08T00:00:00.000,73000000,383.55,302.01,2025000015484,CR,345 7 AVENUE
1008050094.00000000,144 WEST 30 STREET,216841,1926,0,0,0,20,275388.07,13769.4,150 HABERN LLC,,40.7480348,-73.9919915,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/805/94,True,MTGE,2019-07-11T00:00:00.000,10000000.00,46.12,36.31,2019000243762,OF,144 WEST 30 STREET
1007780048.00000000,214 WEST 29 STREET,125042,1925,0,0,0,16,158803.34,9925.21,WALSAM NEW 29 LLC,,40.7480679,-73.9939981,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/48,True,MTGE,2019-06-27T00:00:00.000,14000000.00,111.96,88.16,2019000215218,OF,214 WEST 29 STREET
1008030004.00000000,307 7 AVENUE,197612,1926,0,0,0,23,250967.24,10911.62,TANGELO LLC,,40.7468354,-73.9931357,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/4,True,MTGE,2019-10-17T00:00:00.000,75000000.00,379.53,298.84,2019000414458,OF,307 7 AVENUE
1008040059.00000000,134 WEST 29 STREET,115991,1910,0,0,0,12,147308.57,12275.71,134 WEST 29TH ST OWN CORP,,40.7471345,-73.9917859,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/804/59,True,MTGE,,16500,0.14,0.11,,PA,134 WEST 29 STREET
1007790013.00000000,241 WEST 29 STREET,106960,1928,0,0,0,17,135839.2,7990.54,245 WEST 29 LLC,,40.7487870,-73.9945467,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/13,True,MTGE,2016-09-07T00:00:00.000,14708942.3,137.52,108.28,2016000335331,OF,241 WEST 29 STREET
1006720001.00000000,601 WEST 26 STREET,1835150,1931,2023,0,2023,19,2330640.5,122665.29,RXR SL OWNER LLC,,40.7515838,-74.0065544,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/672/1,True,MTGE,2020-04-06T00:00:00.000,50000000.00,27.25,21.45,2020000119479,OF,601 WEST 26 STREET
1006730001.00000000,261 11 AVENUE,1161731,1892,2020,2020,2020,14,1475398.37,105385.6,TERMINAL FEE OWNER LP,,40.7522371,-74.0061935,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/673/1,True,MTGE,2021-07-23T00:00:00.000,192730698,165.9,130.63,2021000316121,CR,261 11 AVENUE
1007010001.00000000,302 11 AVENUE,213330,1913,1986,0,1986,9,270929.1,30103.23,"SM I MMS, L.L.C.",,40.7526133,-74.0035913,6,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/701/1,True,MTGE,2021-12-16T00:00:00.000,200034541.16,937.68,738.33,2022000008008,CR,302 11 AVENUE
1007800010.00000000,251 WEST 30 STREET,104199,1927,2017,0,2017,16,132332.73,8270.8,251 WEST 30TH OWNER LLC,,40.7494704,-73.9942651,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/780/10,True,MTGE,2019-09-10T00:00:00.000,4222146.56,40.52,31.91,2019000295551,OT,251 WEST 30 STREET
1008060026.00000000,115 WEST 30 STREET,151525,1912,0,0,0,12,192436.75,16036.4,ONE FIFTEEN W ASSOCSLP,,40.7478590,-73.9905082,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/806/26,True,MTGE,2019-01-24T00:00:00.000,15000000.00,98.99,77.95,2019000032754,OF,115 WEST 30 STREET
1008070001.00000000,393 7 AVENUE,1103075,1926,0,0,0,26,1400905.25,53880.97,VORNADO ELEVEN PENN PLAZA OWNER LLC,,40.7491464,-73.9911721,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/807/1,True,MTGE,2020-10-15T00:00:00.000,50000000.00,45.33,35.69,2020000302405,CR,393 7 AVENUE
1008090053.00000000,112 WEST 34 STREET,806417,1954,2017,0,2017,25,1024149.59,40965.98,"ESRT 112 WEST 34TH STREET, L.P.",,40.7498159,-73.9890065,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/809/53,True,DEED,2014-07-15T00:00:00.000,26400000,32.74,25.78,2014000248556,CR,112 WEST 34 STREET
1010720010.00000000,543 WEST 43 STREET,156856,1920,0,0,0,7,199207.12,28458.16,"SM I MMS, L.L.C.",,40.7615145,-73.9969822,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1072/10,True,MTGE,2021-12-16T00:00:00.000,1706011000.00,10876.29,8564.01,2022000008012,CR,543 WEST 43 STREET
1010750001.00000000,636 11 AVENUE,530130,1917,2007,0,2007,11,673265.1,61205.92,"PLAZA WEST ASSOCIATES, LLC",,40.7633946,-73.9955635,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1075/1,True,MTGE,2018-05-11T00:00:00.000,47536195.97,89.67,70.61,2018000164599,CR,636 11 AVENUE
1010780023.00000000,501 WEST 49 STREET,159996,1959,1987,0,1987,8,203194.92,25399.37,"PICCADILLY HOTEL CO.,",,40.7645829,-73.9925527,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1078/23,False,,,,0.0,0.0,,,501 WEST 49 STREET
1010980036.00000000,711 11 AVENUE,117975,1930,1982,2014,2014,5,149828.25,29965.65,"LTS 711 11TH AVENUE,",,40.7665263,-73.9948304,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1098/36,True,MTGE,2018-05-31T00:00:00.000,64856.87,0.55,0.43,2018000216532,CR,711 11 AVENUE
1010990021.00000000,609 WEST 51 STREET,121638,1924,1987,2000,2000,7,154480.26,22068.61,PIANO DEVELOPMENT CORPORATION,,40.7671466,-73.9948051,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1099/21,True,MTGE,2009-04-03T00:00:00.000,22000000,180.86,142.41,2009000112625,OF,609 WEST 51 STREET
1010980029.00000000,601 WEST 50 STREET,103788,1940,2023,0,2023,6,131810.76,21968.46,BCAL 707 PROPERTY LLC,,40.7662491,-73.9949279,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1098/29,True,DEED,2022-02-22T00:00:00.000,95000000.00,915.33,720.73,2022000111333,CR,601 WEST 50 STREET
1010850001.00000000,530 WEST 57 STREET,490080,1937,2013,2007,2013,3,622401.6,207467.2,CBS BROADCASTING INC.,,40.7695260,-73.9906640,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1085/1,True,DEED,2019-11-07T00:00:00.000,1.00,0.0,0.0,2019000386721,CR,530 WEST 57 STREET
1010840001.00000000,802 11 AVENUE,228000,1967,1986,2011,2011,6,289560.0,48260.0,"VW CREDIT, INC.",,40.7691226,-73.9916496,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1084/1,True,DEED,2009-11-12T00:00:00.000,84350000,369.96,291.3,2009000387905,CR,802 11 AVENUE
1011020018.00000000,619 WEST 54 STREET,320116,1900,1989,2015,2015,10,406547.32,40654.73,SPITIP 619W54 PROPERTY OWNER LLC,,40.7691585,-73.9936822,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1102/18,True,MTGE,2021-07-23T00:00:00.000,2364229.00,7.39,5.82,2021000297468,CR,619 WEST 54 STREET
1010850023.00000000,513 WEST 56 STREET,186100,1984,0,0,0,10,236347.0,23634.7,CBS BROADCASTING INC.,,40.7688645,-73.9895160,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1085/23,True,DEED,2019-11-07T00:00:00.000,1.00,0.0,0.0,2019000386721,CR,513 WEST 56 STREET
1011020011.00000000,760 JOE DIMAGGIO HIGHWAY,152375,1930,1983,0,1983,6,193516.25,32252.71,760 12TH LLC,,40.7693753,-73.9941948,5,104,6,"Hell's Kitchen, Community Board 4",True,True,False,https://zola.planning.nyc.gov/l/lot/1/1102/11,True,MTGE,2006-09-20T00:00:00.000,18603295.12,122.09,96.13,2006000549833,OT,760 JOE DIMAGGIO HIGHWAY
1007620050.00000000,318 WEST 39 STREET,156508,1915,0,0,0,12,198765.16,16563.76,"QUADRI-PLANETARY ASSOCIATES,",,40.7556241,-73.9924634,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/50,True,MTGE,2015-07-09T00:00:00.000,12322369.66,78.73,61.99,2015000269457,CR,318 WEST 39 STREET
1010320048.00000000,330 WEST 42 STREET,552775,1931,2021,0,2021,33,702024.25,21273.46,DECO TOWERS ASSOCIATES LLC,,40.7575041,-73.9915825,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1032/48,True,MTGE,2019-05-17T00:00:00.000,104211875,188.52,148.44,2019000178857,OF,330 WEST 42 STREET
1007630024.00000000,315 WEST 39 STREET,132684,1927,0,0,0,16,168508.68,10531.79,315 ASSOCIATES,,40.7559506,-73.9920664,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/763/24,True,MTGE,2019-09-12T00:00:00.000,5000000.00,37.68,29.67,2019000300758,CR,315 WEST 39 STREET
1007620033.00000000,575 8 AVENUE,224400,1925,0,0,0,23,284988.0,12390.78,PENNBUS REALTIES LLC,,40.7550311,-73.9918066,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/33,False,,,,0.0,0.0,,,575 8 AVENUE
1007620042.00000000,589 8 AVENUE,112700,1927,2001,0,2001,23,143129.0,6223.0,TOWER 39 ASSOCIATES,,40.7553358,-73.9915900,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/42,True,MTGE,2013-09-19T00:00:00.000,13700000,121.56,95.72,2013000408649,OF,589 8 AVENUE
1007620019.00000000,325 WEST 38 STREET,110188,1929,0,0,0,16,139938.76,8746.17,NINHURSAG PROPERTIES LLC,,40.7554127,-73.9927125,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/762/19,True,MTGE,2021-09-17T00:00:00.000,8694491.47,78.91,62.13,2021000396564,CR,325 WEST 38 STREET
