bbl,address,building_area_sqft,year_built,owner_name,owner_type,latitude,longitude,landuse,community_district,council_district,districts,in_hells_kitchen,in_community_board_4,in_council_district_3,zola_url,has_financing_document,document_type,document_category,document_date,document_amount,document_crfn,document_party,document_id,property_type,street_address
1007870044.00000000,512 7 AVENUE,553748,1930,500 SEVENTH AVENUE,,40.7534500,-73.9892766,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/44,True,MTGE,Mortgage,,771426,,Document ID: FT_1960004150396,FT_1960004150396,PA,512 7 AVENUE
1007840068.00000000,248 WEST 35 STREET,133948,1925,248 WEST 35TH STREET LLC,,40.7522562,-73.9921282,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/68,True,MTGE,Mortgage,,37600000,,Document ID: FT_1510006368851,FT_1510006368851,PA,248 WEST 35 STREET
1007870011.00000000,247 WEST 37 STREET,214130,1924,"247 WEST 37TH ST. ASSOCIATES,",,40.7539771,-73.9912220,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/11,False,,Unknown,,,,,,,247 WEST 37 STREET
1007840071.00000000,254 WEST 35 STREET,106642,1924,CS MIDTOWN 35 LLC,,40.7523551,-73.9923664,6,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/71,True,MTGE,Mortgage,,724825.16,,Document ID: FT_1530000012653,FT_1530000012653,PA,254 WEST 35 STREET
1007850025.00000000,225 WEST 35 STREET,106810,1924,225 W.35TH ST.ASSOC.,,40.7522781,-73.9910273,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/25,True,MTGE,Mortgage,,4217904.1,,Document ID: FT_1990008906499,FT_1990008906499,PA,225 WEST 35 STREET
1007860068.00000000,240 WEST 37 STREET,130766,1904,FPP TIC LLC,,40.7534117,-73.9910488,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/68,True,MTGE,Mortgage,,168603.77,,Document ID: FT_1860007074486,FT_1860007074486,PA,240 WEST 37 STREET
1008130016.00000000,1375 BROADWAY,464951,1927,1375 OWNER LLC,,40.7525660,-73.9878944,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/813/16,True,MTGE,Mortgage,,3456516.51,,Document ID: FT_1700000251670,FT_1700000251670,PA,1375 BROADWAY
1008130001.00000000,501 7 AVENUE,433330,1923,"ESRT 501 SEVENTH AVENUE, L.L.C.",,40.7528543,-73.9885657,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/813/1,True,MTGE,Mortgage,,60810.79,,Document ID: FT_1860005570286,FT_1860005570286,PA,501 7 AVENUE
1008120063.00000000,134 WEST 37 STREET,120000,1914,134 WEST 37TH STREET,,40.7523465,-73.9885333,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/63,False,,Unknown,,,,,,,134 WEST 37 STREET
1008120006.00000000,491 7 AVENUE,180704,1925,499 FASHION TOWER LLC,,40.7525881,-73.9891071,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/6,True,MTGE,Mortgage,,5500000,,Document ID: FT_1990000106699,FT_1990000106699,PA,491 7 AVENUE
1007860076.00000000,252 WEST 37 STREET,139629,1924,SHEVA 7 LLC,,40.7535737,-73.9914386,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/76,True,MTGE,Mortgage,2013-12-31T00:00:00.000,9493606.59,2014000020456,CRFN: 2014000020456,2014010801139005,CR,252 WEST 37 STREET
1007850007.00000000,261 WEST 35 STREET,114368,1924,35TH ST OWNERS CORP,,40.7527997,-73.9922761,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/7,True,MTGE,Mortgage,,1007541,,Document ID: FT_1900000005790,FT_1900000005790,PA,261 WEST 35 STREET
1007850001.00000000,500 8 AVENUE,243350,1922,500 EIGHTH AVENUE LIMITED LIABILITY COMP ANY,P,40.7530111,-73.9924349,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/1,True,MTGE,Mortgage,,11310336.86,,Document ID: FT_1990008742399,FT_1990008742399,PA,500 8 AVENUE
1007870040.00000000,500 7 AVENUE,606078,1921,500 SEVENTH AVENUE,,40.7534308,-73.9896953,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/40,True,MTGE,Mortgage,,771426,,Document ID: FT_1960004150396,FT_1960004150396,PA,500 7 AVENUE
1007860051.00000000,498 7 AVENUE,803800,1920,498 SEVENTH LLC,,40.7528489,-73.9900275,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/51,True,MTGE,Mortgage,,49091875.43,,Document ID: FT_1990005593399,FT_1990005593399,PA,498 7 AVENUE
1007850011.00000000,253 WEST 35 STREET,132118,1924,BALBO REALTY LLC,,40.7526871,-73.9920090,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/11,True,MTGE,Mortgage,,14062.26,,Document ID: FT_1710000326171,FT_1710000326171,PA,253 WEST 35 STREET
1007860013.00000000,255 WEST 36 STREET,112578,1923,MANCHESTER WEST 36 LLC,,40.7532662,-73.9914675,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/786/13,True,MTGE,Mortgage,,37600000,,Document ID: FT_1510006368851,FT_1510006368851,PA,255 WEST 36 STREET
1007850067.00000000,242 WEST 36 STREET,152667,1922,KAUFMAN WALES ASSOC,,40.7528216,-73.9915723,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/785/67,True,MTGE,Mortgage,,1351287.42,,Document ID: FT_1680007158968,FT_1680007158968,PA,242 WEST 36 STREET
1007870025.00000000,225 WEST 37 STREET,163103,1923,JLJ BRICKEN LLC,,40.7536449,-73.9904244,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/787/25,True,MTGE,Mortgage,2013-12-05T00:00:00.000,25000000,2013000520932,CRFN: 2013000520932,2013121100732001,OF,225 WEST 37 STREET
1007840077.00000000,494 8 AVENUE,111274,1928,494 EIGHTH AVENUE LLC,,40.7525966,-73.9927634,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/784/77,True,MTGE,Mortgage,,100000,,Document ID: FT_1520000232552,FT_1520000232552,PA,494 8 AVENUE
1008120022.00000000,1359 BROADWAY,397978,1924,"ESRT 1359 BROADWAY, L.L.C.",,40.7518551,-73.9879595,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/812/22,True,MTGE,Mortgage,,28000,,Document ID: FT_1680000015668,FT_1680000015668,PA,1359 BROADWAY
1008110051.00000000,132 WEST 36 STREET,187350,1922,KAUFMAN ARCADE OWNER LLC,,40.7514600,-73.9886886,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/811/51,True,MTGE,Mortgage,,1000000,,Document ID: FT_1960007520196,FT_1960007520196,PA,132 WEST 36 STREET
1008130055.00000000,1385 BROADWAY,438643,1926,"B. BROS. BROADWAY REALTY, LLC",,40.7528624,-73.9878366,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/813/55,True,MTGE,Mortgage,,4500000,,Document ID: FT_1890000126789,FT_1890000126789,PA,1385 BROADWAY
1008110001.00000000,463 7 AVENUE,408511,1925,"ARSENAL COMPANY,",,40.7516494,-73.9895332,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/811/1,True,MTGE,Mortgage,,2648094.7,,Document ID: FT_1970000055697,FT_1970000055697,PA,463 7 AVENUE
1008100001.00000000,441 7 AVENUE,2192088,1930,MACY'S EAST INC,,40.7508122,-73.9891038,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/810/1,True,MTGE,Mortgage,,310000000,,Document ID: FT_1710000147171,FT_1710000147171,PA,441 7 AVENUE
1007080031.00000000,469 10 AVENUE,241508,1915,530 ADLER REALTY,,40.7562419,-73.9985057,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/708/31,True,MTGE,Mortgage,2021-07-02T00:00:00.000,1000.00,2021000281929,CRFN: 2021000281929,2021071601275007,CR,469 10 AVENUE
1007600043.00000000,531 8 AVENUE,137003,1927,535 EIGHTH AVENUE LLC,,40.7540019,-73.9925466,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/43,True,MTGE,Mortgage,,6000000,,Document ID: FT_1570007639057,FT_1570007639057,PA,531 8 AVENUE
1007590037.00000000,501 8 AVENUE,266912,1930,505 8TH CORP,,40.7531840,-73.9932325,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/759/37,True,MTGE,Mortgage,,3820000,,Document ID: FT_1940006429294,FT_1940006429294,PA,501 8 AVENUE
1007600055.00000000,320 WEST 37 STREET,100244,1927,320 W 37 LLC,,40.7543890,-73.9933623,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/55,True,MTGE,Mortgage,,455945,,Document ID: FT_1890000433089,FT_1890000433089,PA,320 WEST 37 STREET
1007600021.00000000,329 WEST 36 STREET,115763,1924,327 W 36 STREET LLC,,40.7542271,-73.9937269,6,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/760/21,True,MTGE,Mortgage,,878833.5,,Document ID: FT_1240006153124,FT_1240006153124,PA,329 WEST 36 STREET
1007580037.00000000,481 8 AVENUE,1300727,1929,THE HOLY SPIRIT ASSOCIATION FOR THE UNIF ICATION OF WORLD CHRISTIANITY,,40.7527229,-73.9936440,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/758/37,True,MTGE,Mortgage,,8000000,,Document ID: FT_1920006320792,FT_1920006320792,PA,481 8 AVENUE
1007570031.00000000,461 8 AVENUE,611625,1917,5 PENN PLAZA LLC,,40.7519874,-73.9940664,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/757/31,True,MTGE,Mortgage,,1724000,,Document ID: FT_1760000297676,FT_1760000297676,PA,461 8 AVENUE
1007280060.00000000,442 WEST 31 STREET,112146,1918,450 WEST 31ST OWNRSCP,,40.7521440,-73.9998592,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/728/60,True,MTGE,Mortgage,,950000,,Document ID: FT_1960005258196,FT_1960005258196,PA,442 WEST 31 STREET
1007750058.00000000,226 WEST 26 STREET,103873,1928,"226 WEST 26TH STREET,    .",,40.7463552,-73.9956873,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/775/58,True,MTGE,Mortgage,,2800000,,Document ID: FT_1940000007394,FT_1940000007394,PA,226 WEST 26 STREET
1005960092.00000000,319 SPRING STREET,479500,1949,UNITED PARCEL SERVICE INC,,40.7274738,-74.0092435,6,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/596/92,True,MTGE,Mortgage,,10000000,,Document ID: FT_1710007859371,FT_1710007859371,PA,319 SPRING STREET
1005970012.00000000,78 VANDAM STREET,374584,1907,315 HUDSON LLC  C/O J,P,40.7262744,-74.0079878,5,102,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/597/12,True,MTGE,Mortgage,,2741542.4,,Document ID: FT_1430000203043,FT_1430000203043,PA,78 VANDAM STREET
1007890075.00000000,264 WEST 40 STREET,116100,1927,RENAISSANCE MIDTOWN WEST LLC,,40.7555553,-73.9903736,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/789/75,True,MTGE,Mortgage,,209410.76,,Document ID: FT_1870000417787,FT_1870000417787,PA,264 WEST 40 STREET
1010427501.00000000,851 8 AVENUE,264932,1962,UNAVAILABLE OWNER,,40.7633609,-73.9858132,5,104,3,"Hell's Kitchen, Community Board 4, Council District 3",True,True,True,https://zola.planning.nyc.gov/l/lot/1/1042/7501,False,,Unknown,,,,,,,851 8 AVENUE
1010240038.00000000,1680 BROADWAY,701095,1969,SLG 810 SEVENTH LESSEE LLC,,40.7629130,-73.9825247,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1024/38,True,MTGE,Mortgage,,65000000,,Document ID: FT_1680006809068,FT_1680006809068,PA,1680 BROADWAY
1010230029.00000000,1652 BROADWAY,461591,1963,"MTS NY PROPCO, L.P.",,40.7622077,-73.9830086,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/1023/29,True,MTGE,Mortgage,2018-07-12T00:00:00.000,15000000,2018000240851,CRFN: 2018000240851,2018071700658005,CR,1652 BROADWAY
1007557501.00000000,441 8TH AVENUE,1094973,1934,NEW YORK STATE URBAN DEVELOPMENT CORPORA TION D/B/A/ EMPIRE STATE DEVEL,X,40.7515181,-73.9958385,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/755/7501,False,,Unknown,,,,,,,441 8TH AVENUE
1008490070.00000000,915 BROADWAY,215740,1926,915 BROADWAY ASSOCIATES LLC,,40.7398223,-73.9899897,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/849/70,True,MTGE,Mortgage,,8714661,,Document ID: FT_1690000211669,FT_1690000211669,PA,915 BROADWAY
1008470062.00000000,881 BROADWAY,276481,1896,BJW REALTY LLC,,40.7385488,-73.9907549,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/847/62,True,MTGE,Mortgage,,7061870.36,,Document ID: FT_1950000017595,FT_1950000017595,PA,881 BROADWAY
1008220070.00000000,54 WEST 21 STREET,142532,1910,5421 EQUITIES COMPANY,,40.7411620,-73.9932373,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/70,True,MTGE,Mortgage,,801000,,Document ID: FT_1810000353581,FT_1810000353581,PA,54 WEST 21 STREET
1008190039.00000000,122 5TH AVENUE,244069,1900,122 FIFTH ASSOC,,40.7384090,-73.9925484,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/819/39,True,MTGE,Mortgage,,2606720.18,,Document ID: FT_1950000056695,FT_1950000056695,PA,122 5TH AVENUE
1008220015.00000000,27 WEST 20 STREET,100800,1908,27 SWEST STREET LLC,,40.7406460,-73.9926961,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/822/15,False,,Unknown,,,,,,,27 WEST 20 STREET
1008210032.00000000,11 WEST 19 STREET,224320,1904,11 WEST 19TH ASSOCIATES LLC,,40.7398198,-73.9922379,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/821/32,True,MTGE,Mortgage,2010-11-23T00:00:00.000,5609375,2010000406528,CRFN: 2010000406528,2010112900109002,OF,11 WEST 19 STREET
1008290050.00000000,1164 BROADWAY,112608,1903,1164-1172 BROADWAY GROUND OWNER LLC,,40.7449027,-73.9884877,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/829/50,True,MTGE,Mortgage,,6500000,,Document ID: FT_1990000044699,FT_1990000044699,PA,1164 BROADWAY
1008270049.00000000,1129 BROADWAY,183168,1896,1133 ST. JAMES LLC,,40.7436787,-73.9893756,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/827/49,True,MTGE,Mortgage,,7709507.06,,Document ID: FT_1590000260659,FT_1590000260659,PA,1129 BROADWAY
1008280035.00000000,218 5 AVENUE,150888,1912,"CROISIC FEE OWNER II, LLC",,40.7437280,-73.9884554,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/828/35,True,MTGE,Mortgage,,330000000,,Document ID: FT_1660000051466,FT_1660000051466,PA,218 5 AVENUE
1008250012.00000000,49 WEST 23 STREET,337000,1916,23 R.P. ASSOCIATES LLC,,40.7427621,-73.9913714,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/825/12,True,DEED,Deed,2021-06-07T00:00:00.000,2538363.91,2021000240851,CRFN: 2021000240851,2021061600306003,CR,49 WEST 23 STREET
1008260065.00000000,40 WEST 25 STREET,128965,1913,40 W 25 LLC,,40.7435992,-73.9910682,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/826/65,True,MTGE,Mortgage,,714547.13,,Document ID: FT_1960000124796,FT_1960000124796,PA,40 WEST 25 STREET
1008230029.00000000,15 WEST 21 STREET,137007,1910,MEYSAR REALTY CORP,,40.7410411,-73.9914294,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/823/29,True,MTGE,Mortgage,,1000000,,Document ID: FT_1330000094233,FT_1330000094233,PA,15 WEST 21 STREET
1008240015.00000000,37 WEST 22 STREET,284930,1906,50 WEST 23RD STREET A LLC,P,40.7420348,-73.9919525,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/824/15,True,MTGE,Mortgage,,1207243,,Document ID: FT_1930000347693,FT_1930000347693,PA,37 WEST 22 STREET
1008260057.00000000,24 WEST 25 STREET,114807,1911,"24 WEST 25TH STREET PROPERTY INVESTORS I V, LLC",,40.7433302,-73.9904295,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/826/57,True,MTGE,Mortgage,,2709825.67,,Document ID: FT_1490006811249,FT_1490006811249,PA,24 WEST 25 STREET
1008240028.00000000,40 WEST 23 STREET,439330,1911,23RD STREET LLC,,40.7417493,-73.9912561,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/824/28,True,MTGE,Mortgage,,4500000,,Document ID: FT_1580000045558,FT_1580000045558,PA,40 WEST 23 STREET
1008260046.00000000,1115 BROADWAY,259749,1914,16 MADISON SQUARE WEST LLC,,40.7430117,-73.9897908,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/826/46,True,MTGE,Mortgage,2023-08-14T00:00:00.000,48000000.00,2023000215502,CRFN: 2023000215502,2023081701052003,CR,1115 BROADWAY
1008300062.00000000,1195 BROADWAY,107030,1930,1201 BROADWAY LLC,,40.7459293,-73.9889422,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/830/62,True,MTGE,Mortgage,,146502.87,,Document ID: FT_1960000343996,FT_1960000343996,PA,1195 BROADWAY
1008320001.00000000,856 AVENUE OF THE AMER,187973,1900,1239 OPERATING LLC,,40.7472111,-73.9889167,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/832/1,True,MTGE,Mortgage,,1680000,,Document ID: FT_1940008842494,FT_1940008842494,PA,856 AVENUE OF THE AMER
1008330006.00000000,1255 BROADWAY,120882,1909,1255-1261 BROADWAY LLC,,40.7478808,-73.9886243,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/6,True,MTGE,Mortgage,,4000000,,Document ID: FT_1940000384794,FT_1940000384794,PA,1255 BROADWAY
1008330018.00000000,39 WEST 31 STREET,132844,1915,ROOSEVELT LEE 38 LLC,,40.7476062,-73.9875633,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/18,True,MTGE,Mortgage,,230000,,Document ID: FT_1990000040999,FT_1990000040999,PA,39 WEST 31 STREET
1008330057.00000000,22 WEST 32 STREET,113000,1913,MONTAGUE LEE 32 LLC,,40.7475156,-73.9869389,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/57,True,MTGE,Mortgage,2018-09-25T00:00:00.000,6884326.34,2018000327143,CRFN: 2018000327143,2018100100964003,CR,22 WEST 32 STREET
1008330011.00000000,1240 BROADWAY,671734,1969,1250 BROADWAY ASSOCIATES LLC,,40.7477737,-73.9878736,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/833/11,True,MTGE,Mortgage,,7650000,,Document ID: FT_1920007161492,FT_1920007161492,PA,1240 BROADWAY
1007670015.00000000,245 WEST 17 STREET,118945,1909,245 - 249 WEST 17 STREET,,40.7414257,-73.9996536,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/767/15,True,MTGE,Mortgage,,77063038,,Document ID: FT_1960004605096,FT_1960004605096,PA,245 WEST 17 STREET
1007670054.00000000,218 WEST 18 STREET,167210,1912,218 W 18TH STREET GORP PROPERTY LLC,,40.7412830,-73.9990690,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/767/54,True,MTGE,Mortgage,,2692430.06,,Document ID: FT_1620000119762,FT_1620000119762,PA,218 WEST 18 STREET
1007640001.00000000,80 8 AVENUE,185198,1930,THE BET ELI COMPANY DELAWARE LLC,,40.7398584,-74.0020533,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/764/1,True,MTGE,Mortgage,2015-06-29T00:00:00.000,16000000,2015000286461,CRFN: 2015000286461,2015072401155003,OF,80 8 AVENUE
1007670012.00000000,249 WEST 17 STREET,108768,1902,249 WEST 17TH STREET PROPERTY INVESTORS II LLC,,40.7415245,-73.9998881,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/767/12,True,MTGE,Mortgage,,77063038,,Document ID: FT_1960004605096,FT_1960004605096,PA,249 WEST 17 STREET
1007120046.00000000,422 WEST 15 STREET,111300,1950,BRK GARAGE CO,,40.7420266,-74.0063874,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/712/46,False,,Unknown,,,,,,,422 WEST 15 STREET
1007400001.00000000,363 WEST 16 STREET,110286,1969,MARKET CORNER REALTYASSOCIATES,,40.7424385,-74.0038758,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/740/1,True,MTGE,Mortgage,,800000,,Document ID: FT_1900008431190,FT_1900008431190,PA,363 WEST 16 STREET
1007390001.00000000,111 8 AVENUE,2161994,1931,ONE CITY BLOCK LLC,,40.7413598,-74.0032081,5,104,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/739/1,True,MTGE,Mortgage,,203635570,,Document ID: FT_1980006714798,FT_1980006714798,PA,111 8 AVENUE
1007780020.00000000,239 WEST 28 STREET,156500,1917,LEXIN CAXTON LLC,,40.7480542,-73.9947597,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/20,True,MTGE,Mortgage,,2100000,,Document ID: FT_1530000118053,FT_1530000118053,PA,239 WEST 28 STREET
1007760001.00000000,322 8 AVENUE,173491,1925,"322 PARTNERS,",,40.7472089,-73.9966292,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/776/1,True,MTGE,Mortgage,,2000000,,Document ID: FT_1880000277888,FT_1880000277888,PA,322 8 AVENUE
1007790017.00000000,231 WEST 29 STREET,144323,1927,JR BUILDING ASSOCIATES,,40.7486552,-73.9942363,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/17,True,MTGE,Mortgage,,201573.5,,Document ID: FT_1710006332271,FT_1710006332271,PA,231 WEST 29 STREET
1007790039.00000000,350 7 AVENUE,143845,1927,HARDWELL ACQUISITION LLC,,40.7482407,-73.9931428,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/39,True,MTGE,Mortgage,,18173000,,Document ID: FT_1250007914025,FT_1250007914025,PA,350 7 AVENUE
1008030021.00000000,121 WEST 27 STREET,113129,1910,SIXTH AVENUE WEST ASSOCIATES LLC,,40.7460750,-73.9919376,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/21,True,MTGE,Mortgage,,360000,,Document ID: FT_1940007032994,FT_1940007032994,PA,121 WEST 27 STREET
1008020056.00000000,122 WEST 27 STREET,117291,1912,NORTHERN STAR TEXTILE CORP,,40.7457402,-73.9923130,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/802/56,True,MTGE,Mortgage,,373164.87,,Document ID: FT_1860006311786,FT_1860006311786,PA,122 WEST 27 STREET
1008030067.00000000,150 WEST 28 STREET,123557,1927,150 WEST 28TH STREET LLC,,40.7467613,-73.9928181,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/67,True,MTGE,Mortgage,2002-06-18T00:00:00.000,7250000,2003000221022,CRFN: 2003000221022,2003030800482002,OF,150 WEST 28 STREET
1008020008.00000000,151 WEST 26 STREET,179131,1911,ABNER PROPERTIES CO,,40.7458336,-73.9932766,5,105,3,"Community Board 4, Council District 3",False,True,True,https://zola.planning.nyc.gov/l/lot/1/802/8,False,,Unknown,,,,,,,151 WEST 26 STREET
1007790057.00000000,224 WEST 30 STREET,142801,1925,"MB HAMPTONS, LLC",,40.7488419,-73.9939115,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/57,True,MTGE,Mortgage,,11800000,,Document ID: FT_1930007910793,FT_1930007910793,PA,224 WEST 30 STREET
1007790041.00000000,352 7 AVENUE,127488,1923,"352 ACQUISITION COMPANY,",,40.7485783,-73.9929695,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/779/41,True,MTGE,Mortgage,,10000000,,Document ID: FT_1740000152474,FT_1740000152474,PA,352 7 AVENUE
1008040001.00000000,319 7 AVENUE,410334,1920,333 SEVENTH LLC,P,40.7474090,-73.9928289,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/804/1,True,MTGE,Mortgage,,6249799.48,,Document ID: FT_1900000134290,FT_1900000134290,PA,319 7 AVENUE
1007780043.00000000,330 7 AVENUE,240534,1929,SUPER NOVA 330,,40.7477659,-73.9933738,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/43,True,MTGE,Mortgage,,6500000,,Document ID: FT_1580000119758,FT_1580000119758,PA,330 7 AVENUE
1008050003.00000000,345 7 AVENUE,190325,1928,345  7TH AVENUE REALTY OWNER LLC,,40.7480513,-73.9924138,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/805/3,True,MTGE,Mortgage,,135000,,Document ID: FT_1540000376554,FT_1540000376554,PA,345 7 AVENUE
1008050094.00000000,144 WEST 30 STREET,216841,1926,150 HABERN LLC,,40.7480348,-73.9919915,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/805/94,True,MTGE,Mortgage,2019-07-11T00:00:00.000,10000000.00,2019000243762,CRFN: 2019000243762,2019071901022001,OF,144 WEST 30 STREET
1007780048.00000000,214 WEST 29 STREET,125042,1925,WALSAM NEW 29 LLC,,40.7480679,-73.9939981,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/778/48,True,MTGE,Mortgage,,6949287.21,,Document ID: FT_1990000275399,FT_1990000275399,PA,214 WEST 29 STREET
1008030004.00000000,307 7 AVENUE,197612,1926,TANGELO LLC,,40.7468354,-73.9931357,5,105,3,Council District 3,False,False,True,https://zola.planning.nyc.gov/l/lot/1/803/4,True,MTGE,Mortgage,2019-10-17T00:00:00.000,75000000.00,2019000414458,CRFN: 2019000414458,2019110400266002,OF,307 7 AVENUE
